时间,开盘,收盘,最高,最低,成交量,成交额,均价
2026-02-02 10:23:00,0.0,11.03,11.03,11.02,7798,8600454.0,10.945
2026-02-02 10:24:00,0.0,11.01,11.03,11.01,15496,17075892.0,10.946
2026-02-02 10:25:00,0.0,11.02,11.02,11.01,1014,1116569.0,10.947
2026-02-02 10:26:00,0.0,11.01,11.02,11.01,4895,5393301.0,10.947
2026-02-02 10:27:00,0.0,11.01,11.02,11.0,7559,8322380.0,10.948
2026-02-02 10:28:00,0.0,11.0,11.01,11.0,1517,1669169.0,10.948
2026-02-02 10:29:00,0.0,11.0,11.01,11.0,1584,1742825.0,10.948
2026-02-02 10:30:00,0.0,11.0,11.01,11.0,4373,4810943.0,10.948
2026-02-02 10:31:00,0.0,11.0,11.01,10.99,5331,5866746.0,10.949
2026-02-02 10:32:00,0.0,11.01,11.01,11.0,2841,3126225.0,10.949
2026-02-02 10:33:00,0.0,11.0,11.01,11.0,1823,2005837.0,10.949
2026-02-02 10:34:00,0.0,11.0,11.01,11.0,2243,2467614.0,10.95
2026-02-02 10:35:00,0.0,11.0,11.01,11.0,6438,7082862.0,10.95
2026-02-02 10:36:00,0.0,11.02,11.02,11.0,15379,16939770.0,10.952
2026-02-02 10:37:00,0.0,11.03,11.03,11.01,8287,9132766.0,10.952
2026-02-02 10:38:00,0.0,11.01,11.03,11.01,13935,15357340.0,10.954
2026-02-02 10:39:00,0.0,11.01,11.02,11.01,1181,1300433.0,10.954
2026-02-02 10:40:00,0.0,11.01,11.02,11.01,1039,1144011.0,10.954
2026-02-02 10:41:00,0.0,11.02,11.02,11.01,2088,2298972.0,10.954
2026-02-02 10:42:00,0.0,11.01,11.02,11.0,3422,3767970.0,10.954
2026-02-02 10:43:00,0.0,11.01,11.01,11.0,2307,2538937.0,10.955
2026-02-02 10:44:00,0.0,11.01,11.01,11.0,1894,2084565.0,10.955
2026-02-02 10:45:00,0.0,11.01,11.01,11.0,2869,3156088.0,10.955
2026-02-02 10:46:00,0.0,11.0,11.01,11.0,3917,4309704.0,10.955
2026-02-02 10:47:00,0.0,11.01,11.01,11.0,4415,4859966.0,10.955
2026-02-02 10:48:00,0.0,11.0,11.01,11.0,2228,2452645.0,10.956
2026-02-02 10:49:00,0.0,11.01,11.01,11.0,1109,1220359.0,10.956
2026-02-02 10:50:00,0.0,11.01,11.01,11.0,724,796558.0,10.956
2026-02-02 10:51:00,0.0,11.01,11.01,11.0,897,986853.0,10.956
2026-02-02 10:52:00,0.0,11.0,11.01,11.0,1802,1982242.0,10.956
2026-02-02 10:53:00,0.0,11.0,11.01,11.0,2293,2522524.0,10.956
2026-02-02 10:54:00,0.0,10.99,11.01,10.99,4494,4943317.0,10.956
2026-02-02 10:55:00,0.0,11.0,11.01,10.99,11691,12862449.0,10.957
2026-02-02 10:56:00,0.0,11.01,11.01,11.0,3121,3435730.0,10.957
2026-02-02 10:57:00,0.0,11.01,11.01,11.0,2577,2836405.0,10.957
2026-02-02 10:58:00,0.0,11.0,11.01,11.0,2727,2999946.0,10.958
2026-02-02 10:59:00,0.0,11.0,11.01,11.0,3968,4366124.0,10.958
2026-02-02 11:00:00,0.0,10.99,11.0,10.99,2166,2382046.0,10.958
2026-02-02 11:01:00,0.0,11.0,11.0,10.99,4143,4556629.0,10.958
2026-02-02 11:02:00,0.0,11.0,11.01,11.0,4483,4933486.0,10.958
2026-02-02 11:03:00,0.0,11.0,11.01,11.0,1101,1211346.0,10.958
2026-02-02 11:04:00,0.0,11.0,11.01,11.0,1316,1447812.0,10.959
2026-02-02 11:05:00,0.0,11.0,11.0,10.99,3404,3744049.0,10.959
2026-02-02 11:06:00,0.0,10.99,11.0,10.99,1950,2144558.0,10.959
2026-02-02 11:07:00,0.0,11.0,11.0,10.99,2222,2442244.0,10.959
2026-02-02 11:08:00,0.0,11.0,11.0,10.99,1524,1675439.0,10.959
2026-02-02 11:09:00,0.0,11.0,11.0,10.99,1228,1349782.0,10.959
2026-02-02 11:10:00,0.0,10.98,11.0,10.98,7345,8071827.0,10.959
2026-02-02 11:11:00,0.0,10.98,10.99,10.98,1011,1110549.0,10.959
2026-02-02 11:12:00,0.0,10.98,10.99,10.98,830,911790.0,10.959
2026-02-02 11:13:00,0.0,10.98,10.99,10.98,4166,4575770.0,10.96
2026-02-02 11:14:00,0.0,10.98,10.99,10.98,533,585434.0,10.96
2026-02-02 11:15:00,0.0,10.97,10.98,10.97,4134,4538516.0,10.96
2026-02-02 11:16:00,0.0,10.97,10.98,10.97,768,842741.0,10.96
2026-02-02 11:17:00,0.0,10.97,10.98,10.97,345,378498.0,10.96
2026-02-02 11:18:00,0.0,10.97,10.98,10.97,1572,1724765.0,10.96
2026-02-02 11:19:00,0.0,10.95,10.98,10.95,13366,14654575.0,10.96
2026-02-02 11:20:00,0.0,10.96,10.96,10.95,1980,2168848.0,10.96
2026-02-02 11:21:00,0.0,10.96,10.96,10.95,2964,3248264.0,10.96
2026-02-02 11:22:00,0.0,10.96,10.96,10.95,903,989566.0,10.96
2026-02-02 11:23:00,0.0,10.95,10.96,10.95,5001,5476292.0,10.96
2026-02-02 11:24:00,0.0,10.95,10.96,10.95,1609,1762200.0,10.96
2026-02-02 11:25:00,0.0,10.95,10.96,10.95,747,818175.0,10.96
2026-02-02 11:26:00,0.0,10.95,10.96,10.95,850,930807.0,10.96
2026-02-02 11:27:00,0.0,10.95,10.96,10.95,528,578279.0,10.96
2026-02-02 11:28:00,0.0,10.96,10.96,10.95,1567,1716030.0,10.96
2026-02-02 11:29:00,0.0,10.94,10.96,10.94,3544,3881348.0,10.96
2026-02-02 11:30:00,0.0,10.94,10.95,10.94,1757,1922899.0,10.96
2026-02-02 13:01:00,0.0,10.94,10.95,10.93,6170,6748554.0,10.959
2026-02-02 13:02:00,0.0,10.93,10.94,10.93,1300,1421080.0,10.959
2026-02-02 13:03:00,0.0,10.93,10.94,10.93,1272,1390764.0,10.959
2026-02-02 13:04:00,0.0,10.94,10.95,10.93,2651,2900046.0,10.959
2026-02-02 13:05:00,0.0,10.95,10.95,10.94,2350,2572297.0,10.959
2026-02-02 13:06:00,0.0,10.93,10.95,10.93,1891,2069018.0,10.959
2026-02-02 13:07:00,0.0,10.94,10.94,10.93,690,754496.0,10.959
2026-02-02 13:08:00,0.0,10.94,10.94,10.93,817,893567.0,10.959
2026-02-02 13:09:00,0.0,10.93,10.94,10.93,2051,2242543.0,10.959
2026-02-02 13:10:00,0.0,10.94,10.94,10.93,880,962310.0,10.959
2026-02-02 13:11:00,0.0,10.93,10.94,10.93,837,915097.0,10.959
2026-02-02 13:12:00,0.0,10.93,10.94,10.93,993,1085641.0,10.959
2026-02-02 13:13:00,0.0,10.94,10.94,10.93,580,634174.0,10.959
2026-02-02 13:14:00,0.0,10.93,10.94,10.93,1085,1186359.0,10.959
2026-02-02 13:15:00,0.0,10.93,10.94,10.93,2311,2527730.0,10.959
2026-02-02 13:16:00,0.0,10.93,10.94,10.93,816,892355.0,10.959
2026-02-02 13:17:00,0.0,10.94,10.94,10.93,1040,1137493.0,10.959
2026-02-02 13:18:00,0.0,10.94,10.94,10.93,932,1018951.0,10.959
2026-02-02 13:19:00,0.0,10.93,10.94,10.93,3374,3687808.0,10.959
2026-02-02 13:20:00,0.0,10.91,10.94,10.91,11085,12107614.0,10.958
2026-02-02 13:21:00,0.0,10.91,10.92,10.91,1357,1480774.0,10.958
2026-02-02 13:22:00,0.0,10.9,10.92,10.9,9050,9872472.0,10.958
2026-02-02 13:23:00,0.0,10.91,10.91,10.9,1636,1783888.0,10.958
2026-02-02 13:24:00,0.0,10.9,10.91,10.9,1917,2090849.0,10.957
2026-02-02 13:25:00,0.0,10.9,10.91,10.9,1994,2173641.0,10.957
2026-02-02 13:26:00,0.0,10.9,10.91,10.9,2461,2682591.0,10.957
2026-02-02 13:27:00,0.0,10.91,10.91,10.9,3134,3416155.0,10.957
2026-02-02 13:28:00,0.0,10.9,10.91,10.9,1148,1251977.0,10.957
2026-02-02 13:29:00,0.0,10.9,10.91,10.9,1291,1407406.0,10.957
2026-02-02 13:30:00,0.0,10.9,10.91,10.9,2011,2192337.0,10.957
2026-02-02 13:31:00,0.0,10.9,10.91,10.9,2407,2625192.0,10.957
2026-02-02 13:32:00,0.0,10.91,10.91,10.9,681,742698.0,10.957
2026-02-02 13:33:00,0.0,10.91,10.91,10.9,1872,2042069.0,10.956
2026-02-02 13:34:00,0.0,10.91,10.91,10.9,3417,3727149.0,10.956
2026-02-02 13:35:00,0.0,10.9,10.91,10.9,10182,11099483.0,10.956
2026-02-02 13:36:00,0.0,10.89,10.9,10.89,2210,2407632.0,10.956
2026-02-02 13:37:00,0.0,10.9,10.9,10.89,3205,3490572.0,10.955
2026-02-02 13:38:00,0.0,10.89,10.9,10.89,2376,2587822.0,10.955
2026-02-02 13:39:00,0.0,10.88,10.9,10.88,11952,13012021.0,10.954
2026-02-02 13:40:00,0.0,10.88,10.89,10.88,3036,3303360.0,10.954
2026-02-02 13:41:00,0.0,10.89,10.89,10.88,786,855402.0,10.954
2026-02-02 13:42:00,0.0,10.89,10.89,10.88,2934,3194607.0,10.954
2026-02-02 13:43:00,0.0,10.88,10.89,10.88,2869,3123235.0,10.954
2026-02-02 13:44:00,0.0,10.89,10.89,10.88,1211,1317858.0,10.953
2026-02-02 13:45:00,0.0,10.88,10.89,10.88,3058,3327415.0,10.953
2026-02-02 13:46:00,0.0,10.88,10.88,10.87,1793,1950175.0,10.953
2026-02-02 13:47:00,0.0,10.87,10.88,10.87,2179,2369641.0,10.953
2026-02-02 13:48:00,0.0,10.88,10.88,10.87,4201,4566745.0,10.953
2026-02-02 13:49:00,0.0,10.87,10.88,10.87,1616,1756926.0,10.952
2026-02-02 13:50:00,0.0,10.87,10.88,10.87,1459,1586454.0,10.952
2026-02-02 13:51:00,0.0,10.88,10.88,10.87,2577,2803486.0,10.952
2026-02-02 13:52:00,0.0,10.89,10.89,10.88,2113,2299354.0,10.952
2026-02-02 13:53:00,0.0,10.87,10.89,10.87,2239,2435642.0,10.952
2026-02-02 13:54:00,0.0,10.86,10.88,10.86,7117,7736444.0,10.951
2026-02-02 13:55:00,0.0,10.86,10.87,10.86,1690,1835461.0,10.951
2026-02-02 13:56:00,0.0,10.87,10.87,10.86,3558,3864881.0,10.951
2026-02-02 13:57:00,0.0,10.86,10.87,10.86,1159,1259351.0,10.951
2026-02-02 13:58:00,0.0,10.87,10.88,10.86,7830,8510663.0,10.95
2026-02-02 13:59:00,0.0,10.87,10.88,10.87,1884,2048844.0,10.95
2026-02-02 14:00:00,0.0,10.88,10.88,10.87,1825,1985320.0,10.95
2026-02-02 14:01:00,0.0,10.88,10.88,10.87,3410,3709666.0,10.949
2026-02-02 14:02:00,0.0,10.88,10.89,10.87,3369,3665335.0,10.949
2026-02-02 14:03:00,0.0,10.89,10.89,10.88,3555,3868677.0,10.949
2026-02-02 14:04:00,0.0,10.89,10.89,10.88,1273,1385265.0,10.949
2026-02-02 14:05:00,0.0,10.89,10.89,10.88,2602,2833241.0,10.949
2026-02-02 14:06:00,0.0,10.88,10.9,10.88,2105,2291768.0,10.949
2026-02-02 14:07:00,0.0,10.88,10.89,10.88,1686,1834522.0,10.949
2026-02-02 14:08:00,0.0,10.88,10.89,10.88,690,751242.0,10.948
2026-02-02 14:09:00,0.0,10.89,10.89,10.88,1294,1408702.0,10.948
2026-02-02 14:10:00,0.0,10.88,10.89,10.88,1640,1784943.0,10.948
2026-02-02 14:11:00,0.0,10.88,10.89,10.88,1096,1193062.0,10.948
2026-02-02 14:12:00,0.0,10.89,10.89,10.88,607,660756.0,10.948
2026-02-02 14:13:00,0.0,10.89,10.89,10.88,929,1011405.0,10.948
2026-02-02 14:14:00,0.0,10.89,10.89,10.88,2285,2486448.0,10.948
2026-02-02 14:15:00,0.0,10.88,10.88,10.87,5872,6387566.0,10.948
2026-02-02 14:16:00,0.0,10.87,10.89,10.87,3068,3338021.0,10.947
2026-02-02 14:17:00,0.0,10.88,10.88,10.88,685,745275.0,10.947
2026-02-02 14:18:00,0.0,10.88,10.88,10.87,794,863459.0,10.947
2026-02-02 14:19:00,0.0,10.88,10.88,10.87,1728,1880009.0,10.947
2026-02-02 14:20:00,0.0,10.88,10.88,10.87,2811,3056119.0,10.947
2026-02-02 14:21:00,0.0,10.87,10.88,10.87,4853,5275683.0,10.947
2026-02-02 14:22:00,0.0,10.87,10.88,10.87,3988,4336397.0,10.946
2026-02-02 14:23:00,0.0,10.87,10.88,10.87,1508,1639964.0,10.946
2026-02-02 14:24:00,0.0,10.88,10.88,10.87,2799,3044858.0,10.946
2026-02-02 14:25:00,0.0,10.88,10.89,10.88,3049,3319211.0,10.946
2026-02-02 14:26:00,0.0,10.87,10.89,10.87,2530,2752525.0,10.946
2026-02-02 14:27:00,0.0,10.88,10.89,10.87,4150,4512978.0,10.945
2026-02-02 14:28:00,0.0,10.89,10.89,10.87,4193,4562687.0,10.945
2026-02-02 14:29:00,0.0,10.87,10.89,10.87,3197,3478070.0,10.945
2026-02-02 14:30:00,0.0,10.87,10.88,10.87,2601,2829090.0,10.945
2026-02-02 14:31:00,0.0,10.87,10.89,10.87,3435,3736903.0,10.945
2026-02-02 14:32:00,0.0,10.87,10.88,10.87,3674,3995695.0,10.944
2026-02-02 14:33:00,0.0,10.89,10.89,10.87,1611,1752862.0,10.944
2026-02-02 14:34:00,0.0,10.89,10.89,10.88,574,624950.0,10.944
2026-02-02 14:35:00,0.0,10.88,10.89,10.88,2204,2399533.0,10.944
2026-02-02 14:36:00,0.0,10.89,10.89,10.88,2662,2898375.0,10.944
2026-02-02 14:37:00,0.0,10.89,10.9,10.89,6858,7468591.0,10.944
2026-02-02 14:38:00,0.0,10.89,10.89,10.88,3330,3626435.0,10.944
2026-02-02 14:39:00,0.0,10.89,10.89,10.88,2658,2893308.0,10.943
2026-02-02 14:40:00,0.0,10.89,10.89,10.88,4350,4735272.0,10.943
2026-02-02 14:41:00,0.0,10.87,10.88,10.87,3198,3479045.0,10.943
2026-02-02 14:42:00,0.0,10.88,10.89,10.87,6037,6567226.0,10.943
2026-02-02 14:43:00,0.0,10.89,10.89,10.87,1880,2045621.0,10.943
2026-02-02 14:44:00,0.0,10.87,10.89,10.87,3603,3921616.0,10.942
2026-02-02 14:45:00,0.0,10.88,10.89,10.87,3413,3713562.0,10.942
2026-02-02 14:46:00,0.0,10.87,10.88,10.87,16169,17585977.0,10.941
2026-02-02 14:47:00,0.0,10.87,10.88,10.87,6267,6814952.0,10.941
2026-02-02 14:48:00,0.0,10.87,10.88,10.87,8298,9023553.0,10.94
2026-02-02 14:49:00,0.0,10.86,10.88,10.86,5218,5672252.0,10.94
2026-02-02 14:50:00,0.0,10.87,10.87,10.86,3220,3497604.0,10.94
2026-02-02 14:51:00,0.0,10.86,10.87,10.86,10734,11657790.0,10.939
2026-02-02 14:52:00,0.0,10.86,10.87,10.86,7065,7674960.0,10.939
2026-02-02 14:53:00,0.0,10.86,10.87,10.85,12159,13205055.0,10.938
2026-02-02 14:54:00,0.0,10.87,10.87,10.85,3923,4260766.0,10.938
2026-02-02 14:55:00,0.0,10.87,10.87,10.86,4048,4397980.0,10.937
2026-02-02 14:56:00,0.0,10.87,10.87,10.85,9841,10688354.0,10.937
2026-02-02 14:57:00,0.0,10.87,10.87,10.86,3901,4238681.0,10.937
2026-02-02 14:58:00,0.0,10.86,10.86,10.86,72,78196.0,10.937
2026-02-02 14:59:00,0.0,10.86,10.86,10.86,0,0.0,10.937
2026-02-02 15:00:00,0.0,10.86,10.86,10.86,9650,10479900.0,10.936
