market,code
0,000001
0,000002
0,000004
0,000006
0,000007
0,000008
0,000009
0,000010
0,000011
0,000012
0,000014
0,000016
0,000017
0,000019
0,000020
0,000021
0,000025
0,000026
0,000027
0,000028
0,000029
0,000030
0,000031
0,000032
0,000034
0,000035
0,000036
0,000037
0,000039
0,000042
0,000045
0,000048
0,000049
0,000050
0,000055
0,000056
0,000058
0,000059
0,000060
0,000061
0,000062
0,000063
0,000065
0,000066
0,000068
0,000069
0,000070
0,000078
0,000088
0,000089
0,000090
0,000096
0,000099
0,000100
0,000151
0,000153
0,000155
0,000156
0,000157
0,000158
0,000159
0,000166
0,000301
0,000333
0,000338
0,000400
0,000401
0,000402
0,000403
0,000404
0,000407
0,000408
0,000409
0,000410
0,000411
0,000415
0,000417
0,000419
0,000420
0,000421
0,000422
0,000423
0,000425
0,000426
0,000428
0,000429
0,000430
0,000488
0,000498
0,000501
0,000503
0,000504
0,000505
0,000506
0,000507
0,000509
0,000510
0,000513
0,000514
0,000516
0,000517
0,000518
0,000519
0,000520
0,000521
0,000523
0,000524
0,000525
0,000526
0,000528
0,000529
0,000530
0,000531
0,000532
0,000533
0,000534
0,000536
0,000537
0,000538
0,000539
0,000541
0,000543
0,000544
0,000545
0,000546
0,000547
0,000548
0,000550
0,000551
0,000552
0,000553
0,000554
0,000555
0,000557
0,000558
0,000559
0,000560
0,000561
0,000563
0,000564
0,000565
0,000566
0,000567
0,000568
0,000570
0,000571
0,000572
0,000573
0,000576
0,000581
0,000582
0,000586
0,000589
0,000590
0,000591
0,000592
0,000593
0,000595
0,000596
0,000597
0,000598
0,000599
0,000600
0,000601
0,000603
0,000605
0,000607
0,000608
0,000609
0,000610
0,000612
0,000615
0,000617
0,000619
0,000620
0,000623
0,000625
0,000626
0,000628
0,000629
0,000630
0,000631
0,000632
0,000633
0,000635
0,000636
0,000637
0,000638
0,000639
0,000650
0,000651
0,000652
0,000655
0,000656
0,000657
0,000659
0,000661
0,000663
0,000665
0,000668
0,000669
0,000670
0,000672
0,000676
0,000677
0,000678
0,000679
0,000680
0,000681
0,000682
0,000683
0,000685
0,000686
0,000688
0,000690
0,000691
0,000692
0,000695
0,000697
0,000698
0,000700
0,000701
0,000702
0,000703
0,000705
0,000707
0,000708
0,000709
0,000710
0,000711
0,000712
0,000713
0,000715
0,000716
0,000717
0,000718
0,000719
0,000720
0,000721
0,000722
0,000723
0,000725
0,000726
0,000727
0,000728
0,000729
0,000731
0,000733
0,000735
0,000736
0,000737
0,000738
0,000739
0,000750
0,000751
0,000752
0,000753
0,000755
0,000756
0,000757
0,000758
0,000759
0,000761
0,000762
0,000766
0,000767
0,000768
0,000776
0,000777
0,000778
0,000779
0,000782
0,000783
0,000785
0,000786
0,000788
0,000789
0,000790
0,000791
0,000792
0,000793
0,000795
0,000796
0,000797
0,000798
0,000799
0,000800
0,000801
0,000802
0,000803
0,000807
0,000809
0,000810
0,000811
0,000812
0,000813
0,000815
0,000816
0,000818
0,000819
0,000820
0,000821
0,000822
0,000823
0,000825
0,000826
0,000828
0,000829
0,000830
0,000831
0,000833
0,000837
0,000838
0,000839
0,000848
0,000850
0,000852
0,000856
0,000858
0,000859
0,000860
0,000862
0,000863
0,000868
0,000869
0,000875
0,000876
0,000877
0,000878
0,000880
0,000881
0,000882
0,000883
0,000885
0,000886
0,000887
0,000888
0,000889
0,000890
0,000892
0,000893
0,000895
0,000897
0,000898
0,000899
0,000900
0,000901
0,000902
0,000903
0,000905
0,000906
0,000908
0,000909
0,000910
0,000911
0,000912
0,000913
0,000915
0,000917
0,000919
0,000920
0,000921
0,000922
0,000923
0,000925
0,000926
0,000927
0,000928
0,000929
0,000930
0,000931
0,000932
0,000933
0,000935
0,000936
0,000937
0,000938
0,000948
0,000949
0,000950
0,000951
0,000952
0,000953
0,000955
0,000957
0,000958
0,000959
0,000960
0,000962
0,000963
0,000965
0,000966
0,000967
0,000968
0,000969
0,000970
0,000972
0,000973
0,000975
0,000977
0,000978
0,000980
0,000981
0,000983
0,000985
0,000987
0,000988
0,000989
0,000990
0,000993
0,000995
0,000997
0,000998
0,000999
0,001201
0,001202
0,001203
0,001205
0,001206
0,001207
0,001208
0,001209
0,001210
0,001211
0,001212
0,001213
0,001215
0,001216
0,001217
0,001218
0,001219
0,001220
0,001221
0,001222
0,001223
0,001225
0,001226
0,001227
0,001228
0,001229
0,001230
0,001231
0,001233
0,001234
0,001236
0,001238
0,001239
0,001255
0,001256
0,001258
0,001259
0,001260
0,001266
0,001267
0,001268
0,001269
0,001270
0,001277
0,001278
0,001279
0,001280
0,001282
0,001283
0,001285
0,001286
0,001287
0,001288
0,001289
0,001296
0,001298
0,001299
0,001300
0,001301
0,001306
0,001308
0,001309
0,001311
0,001313
0,001314
0,001316
0,001317
0,001318
0,001319
0,001322
0,001323
0,001324
0,001325
0,001326
0,001328
0,001330
0,001331
0,001332
0,001333
0,001335
0,001336
0,001337
0,001338
0,001339
0,001356
0,001358
0,001359
0,001360
0,001366
0,001367
0,001368
0,001369
0,001373
0,001376
0,001378
0,001379
0,001380
0,001382
0,001386
0,001387
0,001388
0,001389
0,001390
0,001391
0,001395
0,001396
0,001400
0,001696
0,001872
0,001896
0,001914
0,001965
0,001979
0,002001
0,002003
0,002004
0,002005
0,002006
0,002007
0,002008
0,002009
0,002010
0,002011
0,002012
0,002014
0,002015
0,002016
0,002017
0,002019
0,002020
0,002021
0,002022
0,002023
0,002024
0,002025
0,002026
0,002027
0,002028
0,002029
0,002030
0,002031
0,002032
0,002033
0,002034
0,002035
0,002036
0,002037
0,002038
0,002039
0,002040
0,002041
0,002042
0,002043
0,002044
0,002045
0,002046
0,002047
0,002048
0,002049
0,002050
0,002051
0,002052
0,002053
0,002054
0,002055
0,002056
0,002057
0,002058
0,002059
0,002060
0,002061
0,002062
0,002063
0,002064
0,002065
0,002066
0,002067
0,002068
0,002069
0,002072
0,002073
0,002074
0,002075
0,002076
0,002077
0,002078
0,002079
0,002080
0,002081
0,002082
0,002083
0,002084
0,002085
0,002086
0,002088
0,002090
0,002091
0,002092
0,002093
0,002094
0,002095
0,002096
0,002097
0,002098
0,002099
0,002100
0,002101
0,002102
0,002103
0,002104
0,002105
0,002106
0,002107
0,002108
0,002109
0,002110
0,002111
0,002112
0,002114
0,002115
0,002116
0,002117
0,002119
0,002120
0,002121
0,002122
0,002123
0,002124
0,002125
0,002126
0,002127
0,002128
0,002129
0,002130
0,002131
0,002132
0,002133
0,002134
0,002135
0,002136
0,002137
0,002138
0,002139
0,002140
0,002141
0,002142
0,002144
0,002145
0,002146
0,002148
0,002149
0,002150
0,002151
0,002152
0,002153
0,002154
0,002155
0,002156
0,002157
0,002158
0,002159
0,002160
0,002161
0,002162
0,002163
0,002164
0,002165
0,002166
0,002167
0,002168
0,002169
0,002170
0,002171
0,002172
0,002173
0,002174
0,002175
0,002176
0,002177
0,002178
0,002179
0,002180
0,002181
0,002182
0,002183
0,002184
0,002185
0,002186
0,002187
0,002188
0,002189
0,002190
0,002191
0,002192
0,002193
0,002194
0,002195
0,002196
0,002197
0,002198
0,002199
0,002200
0,002201
0,002202
0,002203
0,002204
0,002205
0,002206
0,002207
0,002208
0,002209
0,002210
0,002211
0,002212
0,002213
0,002214
0,002215
0,002216
0,002217
0,002218
0,002219
0,002221
0,002222
0,002223
0,002224
0,002225
0,002226
0,002227
0,002228
0,002229
0,002230
0,002231
0,002232
0,002233
0,002234
0,002235
0,002236
0,002237
0,002238
0,002239
0,002240
0,002241
0,002242
0,002243
0,002244
0,002245
0,002246
0,002247
0,002248
0,002249
0,002250
0,002251
0,002252
0,002253
0,002254
0,002255
0,002256
0,002258
0,002259
0,002261
0,002262
0,002263
0,002264
0,002265
0,002266
0,002267
0,002268
0,002269
0,002270
0,002271
0,002272
0,002273
0,002274
0,002275
0,002276
0,002277
0,002278
0,002279
0,002281
0,002282
0,002283
0,002284
0,002285
0,002286
0,002287
0,002289
0,002290
0,002291
0,002292
0,002293
0,002294
0,002295
0,002296
0,002297
0,002298
0,002299
0,002300
0,002301
0,002302
0,002303
0,002304
0,002305
0,002306
0,002307
0,002309
0,002310
0,002311
0,002312
0,002313
0,002314
0,002315
0,002316
0,002317
0,002318
0,002319
0,002320
0,002321
0,002322
0,002323
0,002324
0,002326
0,002327
0,002328
0,002329
0,002330
0,002331
0,002332
0,002333
0,002334
0,002335
0,002337
0,002338
0,002339
0,002340
0,002342
0,002343
0,002344
0,002345
0,002346
0,002347
0,002348
0,002349
0,002350
0,002351
0,002352
0,002353
0,002354
0,002355
0,002356
0,002357
0,002358
0,002360
0,002361
0,002362
0,002363
0,002364
0,002365
0,002366
0,002367
0,002368
0,002369
0,002370
0,002371
0,002372
0,002373
0,002374
0,002375
0,002376
0,002377
0,002378
0,002379
0,002380
0,002381
0,002382
0,002383
0,002384
0,002385
0,002386
0,002387
0,002388
0,002389
0,002390
0,002391
0,002392
0,002393
0,002394
0,002395
0,002396
0,002397
0,002398
0,002399
0,002400
0,002401
0,002402
0,002403
0,002404
0,002405
0,002406
0,002407
0,002408
0,002409
0,002410
0,002412
0,002413
0,002414
0,002415
0,002416
0,002418
0,002419
0,002420
0,002421
0,002422
0,002423
0,002424
0,002425
0,002426
0,002427
0,002428
0,002429
0,002430
0,002431
0,002432
0,002434
0,002436
0,002437
0,002438
0,002439
0,002440
0,002441
0,002442
0,002443
0,002444
0,002445
0,002446
0,002448
0,002449
0,002451
0,002452
0,002453
0,002454
0,002455
0,002456
0,002457
0,002458
0,002459
0,002460
0,002461
0,002462
0,002463
0,002465
0,002466
0,002467
0,002468
0,002469
0,002470
0,002471
0,002472
0,002474
0,002475
0,002476
0,002478
0,002479
0,002480
0,002481
0,002482
0,002483
0,002484
0,002485
0,002486
0,002487
0,002488
0,002489
0,002490
0,002491
0,002492
0,002493
0,002494
0,002495
0,002496
0,002497
0,002498
0,002500
0,002501
0,002506
0,002507
0,002508
0,002510
0,002511
0,002512
0,002513
0,002514
0,002515
0,002516
0,002517
0,002518
0,002519
0,002520
0,002521
0,002522
0,002523
0,002524
0,002526
0,002527
0,002528
0,002529
0,002530
0,002531
0,002532
0,002533
0,002534
0,002535
0,002536
0,002537
0,002538
0,002539
0,002540
0,002541
0,002542
0,002543
0,002544
0,002545
0,002546
0,002547
0,002548
0,002549
0,002550
0,002551
0,002552
0,002553
0,002554
0,002555
0,002556
0,002557
0,002558
0,002559
0,002560
0,002561
0,002562
0,002563
0,002564
0,002565
0,002566
0,002567
0,002568
0,002569
0,002570
0,002571
0,002572
0,002573
0,002574
0,002575
0,002576
0,002577
0,002578
0,002579
0,002580
0,002581
0,002582
0,002583
0,002584
0,002585
0,002586
0,002587
0,002588
0,002589
0,002590
0,002591
0,002592
0,002593
0,002594
0,002595
0,002596
0,002597
0,002598
0,002599
0,002600
0,002601
0,002602
0,002603
0,002605
0,002606
0,002607
0,002608
0,002609
0,002611
0,002612
0,002613
0,002614
0,002615
0,002616
0,002617
0,002620
0,002622
0,002623
0,002624
0,002625
0,002626
0,002627
0,002628
0,002629
0,002630
0,002631
0,002632
0,002633
0,002634
0,002635
0,002636
0,002637
0,002638
0,002639
0,002640
0,002641
0,002642
0,002643
0,002644
0,002645
0,002646
0,002647
0,002648
0,002649
0,002650
0,002651
0,002652
0,002653
0,002654
0,002655
0,002656
0,002657
0,002658
0,002659
0,002660
0,002661
0,002662
0,002663
0,002664
0,002666
0,002667
0,002668
0,002669
0,002670
0,002671
0,002672
0,002673
0,002674
0,002675
0,002676
0,002677
0,002678
0,002679
0,002681
0,002682
0,002683
0,002685
0,002686
0,002687
0,002688
0,002689
0,002690
0,002691
0,002692
0,002693
0,002694
0,002695
0,002696
0,002697
0,002698
0,002700
0,002701
0,002702
0,002703
0,002705
0,002706
0,002707
0,002708
0,002709
0,002712
0,002713
0,002714
0,002715
0,002716
0,002717
0,002718
0,002719
0,002721
0,002722
0,002723
0,002724
0,002725
0,002726
0,002727
0,002728
0,002729
0,002730
0,002731
0,002732
0,002733
0,002734
0,002735
0,002736
0,002737
0,002738
0,002739
0,002741
0,002742
0,002743
0,002745
0,002746
0,002747
0,002748
0,002749
0,002752
0,002753
0,002755
0,002756
0,002757
0,002758
0,002759
0,002760
0,002761
0,002762
0,002763
0,002765
0,002766
0,002767
0,002768
0,002769
0,002771
0,002772
0,002773
0,002774
0,002775
0,002777
0,002778
0,002779
0,002780
0,002782
0,002783
0,002785
0,002786
0,002787
0,002788
0,002789
0,002790
0,002791
0,002792
0,002793
0,002795
0,002796
0,002797
0,002798
0,002799
0,002800
0,002801
0,002802
0,002803
0,002805
0,002806
0,002807
0,002808
0,002809
0,002810
0,002811
0,002812
0,002813
0,002815
0,002816
0,002817
0,002818
0,002819
0,002820
0,002821
0,002822
0,002823
0,002824
0,002825
0,002826
0,002827
0,002828
0,002829
0,002830
0,002831
0,002832
0,002833
0,002835
0,002836
0,002837
0,002838
0,002839
0,002840
0,002841
0,002842
0,002843
0,002845
0,002846
0,002847
0,002848
0,002849
0,002850
0,002851
0,002852
0,002853
0,002855
0,002856
0,002857
0,002858
0,002859
0,002860
0,002861
0,002862
0,002863
0,002864
0,002865
0,002866
0,002867
0,002868
0,002869
0,002870
0,002871
0,002872
0,002873
0,002875
0,002876
0,002877
0,002878
0,002879
0,002880
0,002881
0,002882
0,002883
0,002884
0,002885
0,002886
0,002887
0,002888
0,002889
0,002890
0,002891
0,002892
0,002893
0,002895
0,002896
0,002897
0,002898
0,002899
0,002900
0,002901
0,002902
0,002903
0,002905
0,002906
0,002907
0,002908
0,002909
0,002910
0,002911
0,002912
0,002913
0,002915
0,002916
0,002917
0,002918
0,002919
0,002920
0,002921
0,002922
0,002923
0,002925
0,002926
0,002927
0,002928
0,002929
0,002930
0,002931
0,002932
0,002933
0,002935
0,002936
0,002937
0,002938
0,002939
0,002940
0,002941
0,002942
0,002943
0,002945
0,002946
0,002947
0,002948
0,002949
0,002950
0,002951
0,002952
0,002953
0,002955
0,002956
0,002957
0,002958
0,002959
0,002960
0,002961
0,002962
0,002963
0,002965
0,002966
0,002967
0,002968
0,002969
0,002970
0,002971
0,002972
0,002973
0,002975
0,002976
0,002977
0,002978
0,002979
0,002980
0,002981
0,002982
0,002983
0,002984
0,002985
0,002986
0,002987
0,002988
0,002989
0,002990
0,002991
0,002992
0,002993
0,002995
0,002996
0,002997
0,002998
0,002999
0,003000
0,003001
0,003002
0,003003
0,003004
0,003005
0,003006
0,003007
0,003008
0,003009
0,003010
0,003011
0,003012
0,003013
0,003015
0,003016
0,003017
0,003018
0,003019
0,003020
0,003021
0,003022
0,003023
0,003025
0,003026
0,003027
0,003028
0,003029
0,003030
0,003031
0,003032
0,003033
0,003035
0,003036
0,003037
0,003038
0,003039
0,003040
0,003041
0,003042
0,003043
0,003816
0,300001
0,300002
0,300003
0,300004
0,300005
0,300006
0,300007
0,300008
0,300009
0,300010
0,300011
0,300012
0,300013
0,300014
0,300015
0,300016
0,300017
0,300018
0,300019
0,300020
0,300021
0,300022
0,300024
0,300025
0,300026
0,300027
0,300029
0,300030
0,300031
0,300032
0,300033
0,300034
0,300035
0,300036
0,300037
0,300039
0,300040
0,300041
0,300042
0,300043
0,300044
0,300045
0,300046
0,300047
0,300048
0,300049
0,300050
0,300051
0,300052
0,300053
0,300054
0,300055
0,300056
0,300057
0,300058
0,300059
0,300061
0,300062
0,300063
0,300065
0,300066
0,300067
0,300068
0,300069
0,300070
0,300071
0,300072
0,300073
0,300074
0,300075
0,300076
0,300077
0,300078
0,300079
0,300080
0,300081
0,300082
0,300083
0,300084
0,300085
0,300086
0,300087
0,300088
0,300091
0,300092
0,300093
0,300094
0,300095
0,300096
0,300097
0,300098
0,300099
0,300100
0,300101
0,300102
0,300103
0,300105
0,300106
0,300107
0,300109
0,300110
0,300111
0,300112
0,300113
0,300115
0,300118
0,300119
0,300120
0,300121
0,300122
0,300123
0,300124
0,300125
0,300126
0,300127
0,300128
0,300129
0,300130
